#ProteinA	ProteinB	PDB_Code	evidence
P04456	P17076	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P04456	P26321	1s1i,3izs,3jyw,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P04456	P26784	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P04456	P36105	3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P04456	P38061	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P04456	P41805	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P04456	P49166	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P04456	P49167	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P04456	P87262	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P04456	Q02326	3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P04456	Q02753	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P04456	Q12690	3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P04578	Q6GMX0	3idx,3idy	MI:0114  x-ray crystallography
P04582	P20937	1qo3	MI:0114  x-ray crystallography
P04582	P61769	1hhg	MI:0114  x-ray crystallography
P04583	P61769	2x4o	MI:0114  x-ray crystallography
P04588	P61769	1hhj	MI:0114  x-ray crystallography
P04602	P61769	1qvo	MI:0114  x-ray crystallography
P04626	P61769	1qr1	MI:0114  x-ray crystallography
P04637	P24941	1h26	MI:0114  x-ray crystallography
P04650	P05317	3izs,3o5h,3u5i,4b6a	MI:0114  x-ray crystallography
P04650	P05737	3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P04650	P05738	3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P04650	P05740	2ww9,2wwa,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P04650	P05743	2ww9,2wwa,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P04650	P05744	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P04650	P05745	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P04650	P05747	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P04650	P05748	3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P04650	P05749	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P04650	P0C0W9	3izs,3o58,3o5h,3u5e,3u5i	MI:0114  x-ray crystallography
P04650	P0C2H6	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P04650	P0C2H8	2ww9,2wwa,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P04650	P0CH08	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P04650	P0CX23	3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P04650	P0CX25	3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P04650	P0CX27	3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P04650	P0CX41	3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P04650	P0CX45	3izs,3o58,3o5h,3u5e,3u5i	MI:0114  x-ray crystallography
P04650	P0CX49	3izs,3o58,3o5h,3u5e,3u5i	MI:0114  x-ray crystallography
P04650	P0CX82	2ww9,2wwa,3izs,3o58,3o5h,3u5e,3u5i	MI:0114  x-ray crystallography
P04650	P0CX84	2ww9,2wwa,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P04650	P0CX86	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P04650	P10664	3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P04650	P14120	3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P04650	P14126	3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P04650	P17076	3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P04650	P26321	3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P04650	P26784	3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P04650	P36105	3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P04650	P38061	3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P04650	P41805	3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P04650	P49166	3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P04650	P49167	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P04650	P87262	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P04650	Q02326	3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P04650	Q02753	3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P04650	Q12690	3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P04695	P02698	1GOT	MI:0114  x-ray crystallography
P04857	P61769	1qlf	MI:0114  x-ray crystallography
P04858	P61769	1ce6	MI:0114  x-ray crystallography
P04896	P63212	3sn6	MI:0114  x-ray crystallography
P04978	P04979	1bcp,1prt,1pto	MI:0114  x-ray crystallography
P04978	P04979	1BCP,1PTO,1PRT	MI:0114  x-ray crystallography
P04979	P04981	1bcp,1prt,1pto	MI:0114  x-ray crystallography
P04979	P04981	1BCP,1PTO,1PRT	MI:0114  x-ray crystallography
P05067	Q8JH58	1x11	MI:0114  x-ray crystallography
P05310	P12357	2O01,1YO9	MI:0114  x-ray crystallography
P05310	P12357	2o01,2wsc,2wse,2wsf	MI:0114  x-ray crystallography
P05310	P17227	2O01,1YO9	MI:0114  x-ray crystallography
P05310	P17227	2o01,2wsc,2wse,2wsf,3lw5	MI:0114  x-ray crystallography
P05310	P20120	3lw5	MI:0114  x-ray crystallography
P05310	P22179	2o01,2wsc,2wse,2wsf	MI:0114  x-ray crystallography
P05310	P22179	2O01	MI:0114  x-ray crystallography
P05310	Q01667	2o01,2wsc,2wse,2wsf	MI:0114  x-ray crystallography
P05310	Q32904	3lw5	MI:0114  x-ray crystallography
P05310	Q41038	2o01,2wsc,2wse,2wsf,3lw5	MI:0114  x-ray crystallography
P05310	Q84U30	2o01,2wsc,2wse,2wsf	MI:0114  x-ray crystallography
P05310	Q84U30	2O01	MI:0114  x-ray crystallography
P05310	Q9SQL2	2o01,2wsc,2wse,2wsf,3lw5	MI:0114  x-ray crystallography
P05310	Q9SY97	2o01	MI:0114  x-ray crystallography
P05311	P36886	2wsc,2wse,2wsf	MI:0114  x-ray crystallography
P05311	Q01667	2o01,2wsc,2wse,2wsf	MI:0114  x-ray crystallography
P05311	Q32904	3lw5	MI:0114  x-ray crystallography
P05311	Q41038	2o01,2wsc,2wse,2wsf,3lw5	MI:0114  x-ray crystallography
P05311	Q84U30	2o01,2wsc,2wse,2wsf	MI:0114  x-ray crystallography
P05311	Q84U30	2O01	MI:0114  x-ray crystallography
P05311	Q9SQL2	2o01,2wsc,2wse,2wsf,3lw5	MI:0114  x-ray crystallography
P05311	Q9SY97	2o01	MI:0114  x-ray crystallography
P05317	P05737	3izs,3o5h,3u5i,4b6a	MI:0114  x-ray crystallography
P05317	P05738	3izs,3j16,3jyw,3o5h,3u5i,4b6a	MI:0114  x-ray crystallography
P05317	P05740	3izs,3o5h,3u5i,4b6a	MI:0114  x-ray crystallography
P05317	P05743	3izs,3jyw,3o5h,3u5i,4b6a	MI:0114  x-ray crystallography
P05317	P05744	3izs,3u5i,4b6a	MI:0114  x-ray crystallography
P05317	P05745	3izs,3u5i,4b6a	MI:0114  x-ray crystallography
P05317	P05747	3izs,3u5i,4b6a	MI:0114  x-ray crystallography
P05317	P05748	3izs,3jyw,3o5h,3u5i,4b6a	MI:0114  x-ray crystallography
P05317	P05749	3izs,3u5i,4b6a	MI:0114  x-ray crystallography
P05317	P0C0W9	3izs,3o5h,3u5i	MI:0114  x-ray crystallography
P05317	P0C2H6	3izs,3u5i,4b6a	MI:0114  x-ray crystallography
P05317	P0C2H8	3izs,3jyw,3o5h,3u5i,4b6a	MI:0114  x-ray crystallography
P05317	P0CH08	3izs,3u5i,4b6a	MI:0114  x-ray crystallography
P05317	P0CX23	3u5i,4b6a	MI:0114  x-ray crystallography
P05317	P0CX25	3izs,3o5h,3u5i,4b6a	MI:0114  x-ray crystallography
P05317	P0CX27	3izs,3o5h,3u5i,4b6a	MI:0114  x-ray crystallography
P05317	P0CX41	3izs,3j16,3o5h,3u5i,4b6a	MI:0114  x-ray crystallography
P05317	P0CX45	3izs,3o5h,3u5i	MI:0114  x-ray crystallography
P05317	P0CX49	3izs,3o5h,3u5i	MI:0114  x-ray crystallography
P05317	P0CX82	3izs,3o5h,3u5i	MI:0114  x-ray crystallography
P05317	P0CX84	3izs,3o5h,3u5i,4b6a	MI:0114  x-ray crystallography
P05317	P0CX86	3izs,3u5i,4b6a	MI:0114  x-ray crystallography
P05317	P10664	3izs,3o5h,3u5i,4b6a	MI:0114  x-ray crystallography
P05317	P14120	3izs,3o5h,3u5i,4b6a	MI:0114  x-ray crystallography
P05317	P14126	3izs,3o5h,3u5i,4b6a	MI:0114  x-ray crystallography
P05317	P17076	3izs,3o5h,3u5i,4b6a	MI:0114  x-ray crystallography
P05317	P26321	3izs,3jyw,3o5h,3u5i,4b6a	MI:0114  x-ray crystallography
P05317	P26784	3izs,3o5h,3u5i,4b6a	MI:0114  x-ray crystallography
P05317	P36105	3izs,3o5h,3u5i,4b6a	MI:0114  x-ray crystallography
P05317	P38061	3izs,3o5h,3u5i,4b6a	MI:0114  x-ray crystallography
P05317	P41805	3izs,3o5h,3u5i,4b6a	MI:0114  x-ray crystallography
P05317	P49166	3izs,3o5h,3u5i,4b6a	MI:0114  x-ray crystallography
P05317	P49167	3izs,3u5i,4b6a	MI:0114  x-ray crystallography
P05317	P87262	3izs,3u5i,4b6a	MI:0114  x-ray crystallography
P05317	Q02326	3izs,3o5h,3u5i,4b6a	MI:0114  x-ray crystallography
P05317	Q02753	3izs,3o5h,3u5i,4b6a	MI:0114  x-ray crystallography
P05317	Q12690	3u5i,4b6a	MI:0114  x-ray crystallography
P05504	P07151	1ed3	MI:0114  x-ray crystallography
P05630	P01096	2V7Q	MI:0114  x-ray crystallography
P05630	P13619	2wss	MI:0114  x-ray crystallography
P05630	P13620	2wss	MI:0114  x-ray crystallography
P05630	P13621	2wss	MI:0114  x-ray crystallography
P05630	P19483	1e79,1h8e,2ck3,2jdi,2v7q,2w6h,2w6i,2w6j,2wss,2xnd,4asu	MI:0114  x-ray crystallography
P05631	P0A6E6	1qo1	MI:0114  x-ray crystallography
P05631	P13619	2wss	MI:0114  x-ray crystallography
P05631	P13620	2wss	MI:0114  x-ray crystallography
P05631	P13621	2wss	MI:0114  x-ray crystallography
P05631	P68699	1qo1	MI:0114  x-ray crystallography
P05632	P01096	2V7Q	MI:0114  x-ray crystallography
P05632	P13619	2wss	MI:0114  x-ray crystallography
P05632	P13620	2wss	MI:0114  x-ray crystallography
P05632	P13621	2wss	MI:0114  x-ray crystallography
P05632	P19483	1e79,1h8e,2ck3,2jdi,2v7q,2w6h,2w6i,2w6j,2wss,2xnd,4asu	MI:0114  x-ray crystallography
P05737	P05738	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05737	P05740	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05737	P05743	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05737	P05744	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05737	P05745	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05737	P05747	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05737	P05748	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05737	P05749	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05737	P0C0W9	1s1i,3izs,3o58,3o5h,3u5e,3u5i	MI:0114  x-ray crystallography
P05737	P0C2H6	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05737	P0C2H8	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05737	P0CH08	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05737	P0CX23	3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05737	P0CX25	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05737	P0CX27	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05737	P0CX41	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05737	P0CX45	1s1i,3izs,3o58,3o5h,3u5e,3u5i	MI:0114  x-ray crystallography
P05737	P0CX49	1s1i,3izs,3o58,3o5h,3u5e,3u5i	MI:0114  x-ray crystallography
P05737	P0CX82	1s1i,3izs,3o58,3o5h,3u5e,3u5i	MI:0114  x-ray crystallography
P05737	P0CX84	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05737	P0CX86	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05737	P10664	3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05737	P14120	3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05737	P14126	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05737	P17076	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05737	P26321	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05737	P26784	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05737	P36105	3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05737	P38061	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05737	P41805	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05737	P49166	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05737	P49167	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05737	P87262	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05737	Q02326	3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05737	Q02753	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05737	Q12690	3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05738	P05740	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05738	P05743	1s1i,3izs,3jyw,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05738	P05744	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05738	P05745	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05738	P05747	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05738	P05748	1s1i,3izs,3jyw,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05738	P05749	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05738	P0C0W9	1s1i,3izs,3o58,3o5h,3u5e,3u5i	MI:0114  x-ray crystallography
P05738	P0C2H6	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05738	P0C2H8	1s1i,3izs,3jyw,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05738	P0CH08	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05738	P0CX23	3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05738	P0CX25	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05738	P0CX27	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05738	P0CX41	1s1i,3izs,3j16,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05738	P0CX45	1s1i,3izs,3o58,3o5h,3u5e,3u5i	MI:0114  x-ray crystallography
P05738	P0CX49	1s1i,3izs,3o58,3o5h,3u5e,3u5i	MI:0114  x-ray crystallography
P05738	P0CX82	1s1i,3izs,3o58,3o5h,3u5e,3u5i	MI:0114  x-ray crystallography
P05738	P0CX84	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05738	P0CX86	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05738	P10664	3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05738	P14120	3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05738	P14126	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05738	P17076	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05738	P26321	1s1i,3izs,3jyw,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05738	P26784	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05738	P36105	3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05738	P38061	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05738	P41805	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05738	P49166	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05738	P49167	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05738	P87262	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05738	Q02326	3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05738	Q02753	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05738	Q12690	3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05740	P05743	1s1i,2ww9,2wwa,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05740	P05744	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05740	P05745	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05740	P05747	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05740	P05748	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05740	P05749	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05740	P0C0W9	1s1i,3izs,3o58,3o5h,3u5e,3u5i	MI:0114  x-ray crystallography
P05740	P0C2H6	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05740	P0C2H8	1s1i,2ww9,2wwa,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05740	P0CH08	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05740	P0CX23	3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05740	P0CX25	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05740	P0CX27	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05740	P0CX41	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05740	P0CX45	1s1i,3izs,3o58,3o5h,3u5e,3u5i	MI:0114  x-ray crystallography
P05740	P0CX49	1s1i,3izs,3o58,3o5h,3u5e,3u5i	MI:0114  x-ray crystallography
P05740	P0CX82	1s1i,2ww9,2wwa,3izs,3o58,3o5h,3u5e,3u5i	MI:0114  x-ray crystallography
P05740	P0CX84	1s1i,2ww9,2wwa,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05740	P0CX86	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05740	P10664	3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05740	P14120	3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05740	P14126	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05740	P17076	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05740	P26321	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05740	P26784	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05740	P36105	3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05740	P38061	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05740	P41805	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05740	P49166	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05740	P49167	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05740	P87262	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05740	Q02326	3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05740	Q02753	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05740	Q12690	3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05743	P05744	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05743	P05745	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05743	P05747	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05743	P05748	1s1i,3izs,3jyw,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05743	P05749	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05743	P0C0W9	1s1i,3izs,3o58,3o5h,3u5e,3u5i	MI:0114  x-ray crystallography
P05743	P0C2H6	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05743	P0C2H8	1s1i,2ww9,2wwa,3izs,3jyw,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05743	P0CH08	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05743	P0CX23	3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05743	P0CX25	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05743	P0CX27	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05743	P0CX41	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05743	P0CX45	1s1i,3izs,3o58,3o5h,3u5e,3u5i	MI:0114  x-ray crystallography
P05743	P0CX49	1s1i,3izs,3o58,3o5h,3u5e,3u5i	MI:0114  x-ray crystallography
P05743	P0CX82	1s1i,2ww9,2wwa,3izs,3o58,3o5h,3u5e,3u5i	MI:0114  x-ray crystallography
P05743	P0CX84	1s1i,2ww9,2wwa,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05743	P0CX86	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05743	P10664	3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05743	P14120	3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05743	P14126	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05743	P17076	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05743	P26321	1s1i,3izs,3jyw,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05743	P26784	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05743	P36105	3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05743	P38061	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05743	P41805	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05743	P49166	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05743	P49167	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05743	P87262	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05743	Q02326	3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05743	Q02753	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05743	Q12690	3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05744	P05745	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05744	P05747	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05744	P05748	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05744	P05749	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05744	P0C0W9	3izs,3u5e,3u5i	MI:0114  x-ray crystallography
P05744	P0C2H6	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05744	P0C2H8	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05744	P0CH08	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05744	P0CX23	3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05744	P0CX25	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05744	P0CX27	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05744	P0CX41	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05744	P0CX45	3izs,3u5e,3u5i	MI:0114  x-ray crystallography
P05744	P0CX49	3izs,3u5e,3u5i	MI:0114  x-ray crystallography
P05744	P0CX82	3izs,3u5e,3u5i	MI:0114  x-ray crystallography
P05744	P0CX84	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05744	P0CX86	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05744	P10664	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05744	P14120	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05744	P14126	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P05744	P17076	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
